geneID,786_M1A_1,786_M1A_2,786_M1A_3,786_O_1,786_O_2,786_O_3,HK2_1,HK2_2,HK2_3
5822,1959,2276,2166,2252,1888,2130,821,1048,1227
8209,1742,1696,1657,2157,1770,2017,1159,1549,1669
23308,49,37,55,55,38,44,9,8,16
29947,2,1,2,3,2,4,0,0,0
326,0,0,0,0,0,0,0,0,0
5211,8726,8335,8078,9136,7261,8338,2928,3752,4172
755,999,934,823,1200,994,1073,376,516,532
7226,617,622,577,1348,1089,1188,462,581,702
101928607,0,0,1,0,1,0,0,0,0
100861510,0,0,0,0,0,0,1,1,0
81543,0,0,0,0,0,0,180,201,258
54084,0,0,0,0,0,0,2,3,0
54082,0,0,0,0,0,0,4,6,4
114043,0,0,0,0,0,0,4,5,5
386677,0,0,0,0,0,0,0,0,0
386679,0,0,0,0,0,0,0,0,0
386682,0,0,0,0,0,0,0,0,0
386672,0,0,0,0,0,0,0,0,0
386680,0,0,0,0,0,0,0,0,0
386674,0,0,0,0,0,0,0,0,0
386675,0,0,0,0,0,0,0,0,0
386681,0,0,0,0,0,0,0,0,0
386676,0,0,0,0,0,0,0,0,0
353333,0,0,0,0,0,0,0,0,0
386678,0,0,0,0,0,0,0,0,0
386684,0,0,0,0,0,0,0,0,0
386683,0,0,0,0,0,0,0,0,0
353323,0,0,0,0,0,0,0,0,0
353332,0,0,0,0,0,0,0,0,0
386685,0,0,0,0,0,0,0,0,0
7327,4858,5137,5032,5181,4486,5143,1282,1686,2063
101928689,0,3,1,7,5,2,1,5,1
6612,6592,6739,6483,7227,5734,6853,2878,4036,4482
754,19488,19903,19830,23815,19647,22306,16215,21781,24769
3689,46,46,49,73,45,43,340,431,482
100505746,1,4,1,2,3,3,44,48,65
84536,38,31,37,66,62,46,105,134,145
85395,596,635,564,737,565,595,503,779,759
727699,0,1,0,0,0,0,0,0,0
378825,1,0,1,1,0,0,0,2,0
105372836,1,2,1,3,0,3,0,1,6
728039,26,24,22,33,28,37,28,39,34
104,447,526,485,757,637,680,434,477,635
23275,3178,3255,3260,3474,2972,3401,1283,1624,1848
642852,751,813,765,984,801,969,718,764,944
388830,0,0,1,0,0,1,1,0,0
80781,26044,25403,24569,23528,19459,21089,10500,13564,14945
100874236,0,2,1,2,0,0,0,0,0
378832,1,6,1,4,3,6,1,1,1
102465489,0,0,0,0,0,0,0,0,0
6573,2830,2864,2756,3309,2667,2943,952,1232,1509
100129027,0,0,0,0,0,0,1,1,0
54039,0,0,0,1,0,0,0,0,0
101928796,0,0,0,1,0,0,3,2,3
1291,6344,6380,5870,9188,7655,8260,13903,17672,21000
1292,19822,18855,18117,20689,17387,18650,14807,19744,22786
10841,0,0,0,5,1,1,4,3,6
84221,178,149,145,355,260,294,462,642,747
4047,4018,3838,3859,4640,3384,3897,2081,2530,2914
114044,42,32,42,31,37,32,65,70,101
8888,4275,4923,4523,5994,4968,5498,2381,2844,3336
54059,167,180,162,170,166,158,137,223,249
54058,674,596,649,718,584,680,177,186,263
5116,2935,3614,3399,4428,3856,3629,1549,1886,2420
23181,1715,1996,1828,2162,1752,1916,1548,1910,2217
100862692,2,3,0,1,0,3,0,1,4
6285,0,0,0,0,0,0,0,0,0
3275,3514,3698,3773,3690,3136,3726,2378,3060,3244
105379419,0,0,0,0,0,0,0,0,0
102723780,176,193,220,202,216,228,98,151,180
105379427,0,0,0,0,0,0,6,8,17
102723769,0,0,0,0,0,0,0,0,0
81061,0,0,0,0,0,0,0,0,0
23784,0,0,0,0,0,0,0,0,0
100852406,0,0,0,0,0,0,0,0,0
503637,59,51,56,96,74,86,119,167,189
101929839,12,5,11,13,10,6,14,15,15
150160,0,0,0,0,0,0,0,0,0
387590,5,7,5,4,7,4,147,166,203
23783,0,0,0,0,0,1,5,2,10
150165,0,0,0,0,1,0,2,3,2
27437,0,0,0,0,0,0,0,0,0
128954,0,0,0,0,0,0,0,0,0
100130418,5,4,2,9,5,12,67,69,73
23765,2234,2297,2206,2340,1902,2081,549,768,897
27439,9,12,10,10,9,6,54,38,27
100996342,0,0,0,0,1,2,0,1,0
27440,1387,1344,1340,1355,1107,1221,1049,1368,1489
100130717,3,4,3,4,1,2,2,1,3
51816,0,0,0,0,0,2,0,0,0
27442,0,0,0,0,0,0,0,0,0
27443,0,0,0,2,0,2,60,48,78
83733,25,17,20,20,28,29,14,15,25
101929372,0,0,0,0,0,0,1,1,2
529,4000,4012,4099,3994,3432,3862,3226,4380,4924
23786,2849,3183,3022,3379,2680,3255,2352,3071,3558
637,4187,4234,4089,2446,2034,2197,1801,2467,2668
100423025,1,0,1,1,0,0,1,0,0
200298,9,10,10,1,1,0,1,0,1
57553,5797,6957,6416,4910,4281,4525,3406,3831,5089
693233,0,0,0,0,0,0,0,0,0
100192420,0,0,0,0,0,0,1,1,0
55670,1441,1553,1513,1333,1150,1215,1514,1879,2206
51807,64,64,67,51,36,37,173,235,250
11274,216,289,232,305,247,287,57,62,80
100996415,0,1,0,0,0,0,0,0,0
729461,0,0,0,0,0,0,0,0,0
105369191,0,0,0,0,0,0,0,0,0
653203,0,0,0,0,0,0,0,0,0
100996401,0,0,0,0,0,0,0,0,0
728229,34,40,39,30,27,17,6,11,12
728233,350,375,340,345,315,334,238,326,360
85376,9,7,12,8,7,8,14,15,11
642643,0,0,0,0,0,0,0,0,0
105372867,0,0,0,0,1,0,0,0,0
2679,52,52,42,59,54,47,46,71,74
102724123,0,1,0,0,0,0,0,0,0
8214,329,318,293,369,290,319,314,440,413
5625,88,99,76,63,84,85,90,110,112
26220,811,945,825,660,589,676,61,62,58
105372855,28,24,36,24,29,29,1,0,1
25787,69,96,88,93,80,78,2,2,3
26222,5,5,3,3,3,6,0,0,0
9993,5705,5922,5512,5997,4753,5353,3423,4077,4845
25786,161,223,157,162,127,152,223,242,282
8220,865,933,891,918,781,752,670,903,1033
23617,0,0,0,0,0,0,0,0,0
2928,0,0,0,0,0,0,0,0,0
100652736,46,39,41,40,29,22,10,17,21
6576,4939,4628,4636,4260,3268,3801,3087,3919,4501
8218,699,729,665,830,741,766,797,869,1128
7290,2948,3242,3075,2813,2311,2488,2126,2623,3209
64976,1055,1153,1142,1146,896,1079,784,1143,1173
128977,419,415,418,365,274,345,298,389,462
7353,2388,2353,2349,2147,1830,2005,1906,2712,2996
8318,1957,2045,2011,1778,1558,1671,1210,1664,1857
7122,2,1,5,0,4,2,1,3,4
150185,0,0,0,0,0,0,0,0,0
5413,1,0,0,0,0,0,0,1,0
100526833,5,6,4,2,0,4,2,8,1
2812,0,0,0,0,0,0,0,0,0
6899,4,4,5,5,3,2,1,0,3
54584,946,918,832,785,638,650,82,115,111
79680,623,687,668,606,532,586,786,972,1129
10587,1166,1154,1120,1226,1052,1007,775,1012,1097
1312,6884,6893,6520,6133,4820,5363,1884,2495,2897
100616414,0,0,0,0,0,0,0,0,0
421,259,195,214,190,170,208,119,130,134
128989,986,1022,989,903,673,743,339,414,477
406961,0,0,0,0,0,0,0,0,0
54487,2363,2602,2547,2609,2284,2428,1530,2110,2270
100500860,0,0,0,0,0,0,0,0,0
100302197,0,0,0,0,0,0,0,0,0
27037,1099,1156,1062,1172,956,999,871,1165,1230
102465490,0,0,0,0,0,0,0,0,0
5902,8130,8402,8074,7513,6273,6898,4879,6987,7536
29801,3755,3627,3291,2632,2131,2325,1454,1787,2349
388849,9,13,15,12,12,16,2,4,2
284865,0,0,0,0,0,0,0,0,0
150197,0,1,2,1,1,2,1,2,1
65078,205,180,162,285,219,229,176,200,258
100302118,0,0,0,0,0,0,0,0,0
85359,786,679,667,686,575,563,507,701,798
101927859,0,0,0,0,0,0,0,0,0
105377189,0,0,0,0,0,0,0,0,0
373856,2,2,6,5,5,3,1,3,4
7625,252,291,241,214,194,201,276,306,361
91179,585,516,479,534,402,364,640,846,1005
84861,526,551,503,444,417,437,391,503,564
51586,4053,4242,4014,3985,3090,3498,2782,3443,4334
266697,0,0,0,0,0,0,0,0,0
84222,65,52,52,43,37,38,6,17,24
5297,4021,4524,4265,4038,3525,3851,2677,3065,3814
3053,2,4,0,2,1,3,3,3,3
9342,1676,1766,1695,1456,1222,1356,1201,1553,1875
1399,4486,4840,4912,5008,4255,4832,3743,4891,5549
101928891,13,13,8,13,10,7,19,21,18
150209,5,1,2,4,8,4,49,70,40
8216,2124,2173,2190,1866,1529,1748,1024,1293,1409
80764,737,675,614,782,627,629,502,673,775
439931,73,54,70,60,59,47,43,57,36
113691,11,7,8,8,8,8,9,15,22
9127,19,15,15,35,30,31,22,40,34
6545,0,0,1,0,0,0,0,0,0
693234,0,0,0,0,0,0,0,0,0
440799,1,1,2,0,2,1,0,1,1
400891,2,4,4,5,4,4,4,13,3
400892,41,49,51,44,31,31,44,50,48
642633,0,0,0,0,0,0,0,0,0
728441,13,12,16,27,19,20,9,19,26
29797,1,1,2,1,1,1,2,2,5
105369215,0,0,0,0,0,0,0,0,0
100996335,0,0,0,0,0,0,0,0,0
440804,110,120,95,113,84,102,93,126,146
23119,339,352,353,434,335,403,405,487,624
645426,12,11,9,11,7,4,4,3,2
375133,466,472,431,389,355,411,335,400,447
150221,4,1,1,3,5,4,2,8,2
7332,7720,7724,7524,7961,6445,7247,3921,5737,6648
150223,1148,1100,991,893,698,748,826,1190,1384
164592,7,11,12,8,7,7,2,8,5
23753,987,858,838,825,633,725,451,643,663
100126318,0,0,0,0,0,0,0,0,0
406920,1,0,0,0,1,0,0,1,0
23759,2487,2549,2340,2385,1836,2136,1134,1451,1707
29799,47,61,69,83,67,79,59,86,96
5594,9026,10082,9859,9359,8007,8870,6059,7487,8907
9647,2613,2908,2572,2463,1924,2030,1627,2130,2348
8940,623,632,636,529,429,518,533,700,786
649179,0,0,0,0,0,0,0,0,0
28763,0,0,0,0,0,0,0,0,0
28784,0,0,0,0,0,0,0,0,0
28764,0,0,0,0,0,0,0,0,0
28771,0,0,0,0,0,0,0,0,0
84097,0,0,0,0,0,0,0,0,0
28757,0,0,0,0,0,0,0,0,0
28759,0,0,0,0,0,0,0,0,0
28760,0,0,0,0,0,0,0,0,1
28765,0,0,0,0,0,0,0,0,0
28819,0,0,0,0,0,0,0,0,0
28774,0,0,0,0,0,0,0,0,0
28785,0,0,0,0,0,0,0,0,0
28761,0,0,0,0,0,0,0,0,0
28758,0,0,0,0,0,0,0,0,0
28778,0,0,0,0,0,0,0,0,0
28766,0,0,0,0,0,0,0,0,0
28770,0,0,0,0,0,0,0,0,0
28772,0,0,0,0,0,0,0,0,0
28762,0,0,0,0,0,0,0,0,0
7441,0,0,0,0,0,0,0,0,0
96610,499,532,569,554,468,514,291,398,498
28779,0,0,0,0,0,0,1,0,0
28820,0,2,0,0,0,0,0,0,1
28821,0,0,0,0,0,0,0,0,0
28773,0,0,0,0,0,0,0,0,0
28780,0,0,0,0,1,0,0,0,0
28822,0,0,0,0,0,0,0,0,0
28775,0,0,0,0,0,0,0,0,0
28781,0,0,0,0,0,0,0,0,0
28823,0,0,0,0,0,0,0,0,0
28776,0,0,0,0,0,0,0,0,0
28767,0,0,0,0,0,0,0,0,0
84089,0,0,0,0,0,0,0,0,0
28825,0,0,0,0,0,0,0,0,0
28768,0,0,0,0,0,0,0,0,0
28783,0,0,0,0,0,0,0,0,0
28826,0,0,0,0,0,0,0,0,0
28777,0,0,0,0,0,0,0,0,0
140883,204,246,221,241,206,255,410,512,612
129025,2,0,0,1,0,0,0,0,4
23532,1467,1461,1581,2613,2188,2433,0,2,0
648691,0,0,0,3,1,0,0,0,0
28810,0,0,0,0,0,0,0,0,0
28811,0,0,0,0,0,0,0,0,0
28787,0,0,0,0,0,0,0,0,0
28788,0,0,0,0,0,0,0,0,0
28789,0,0,0,0,0,0,0,0,0
25812,64,59,61,51,41,36,61,79,68
91227,732,691,598,696,581,616,670,923,979
28790,0,0,0,0,0,0,0,0,0
28812,0,0,0,0,0,0,0,0,0
28791,0,0,0,0,0,0,0,0,0
28792,0,0,0,0,0,0,0,0,0
84090,0,0,0,0,0,0,0,0,0
28793,0,0,0,0,0,0,0,0,0
28813,0,0,0,0,0,0,0,0,0
28795,0,0,0,0,0,0,0,0,0
28796,0,0,0,0,0,0,0,0,0
28769,0,0,0,0,0,0,0,0,0
28797,0,0,0,0,0,0,0,0,0
28814,0,0,0,0,0,0,0,0,0
28798,0,0,0,0,0,0,0,0,0
28799,0,0,0,0,0,0,0,0,0
28800,0,0,0,0,0,0,0,0,0
28815,0,0,0,0,0,0,0,0,0
28801,0,0,0,0,0,0,0,0,0
28802,0,0,0,0,0,0,0,0,0
28816,0,0,0,0,0,0,0,0,0
28803,0,0,0,0,0,0,0,0,0
28804,0,0,0,0,0,0,0,0,0
723778,0,0,0,0,0,0,0,0,0
28817,0,0,0,0,0,0,0,0,0
28805,0,0,0,0,0,0,0,0,0
28806,0,0,0,0,0,0,0,0,0
28818,0,0,0,0,0,0,0,0,0
28807,0,0,0,0,0,0,0,0,0
28786,0,0,0,0,0,0,0,0,0
28808,0,0,0,0,0,0,0,0,0
28809,0,0,0,0,0,0,0,0,0
100847006,0,0,0,0,0,0,0,0,0
100423062,0,0,0,0,0,0,0,0,0
28833,0,0,0,0,0,0,0,0,0
3537,0,0,0,0,0,0,0,0,0
28832,0,0,0,0,0,0,0,0,0
3538,0,0,0,0,0,0,0,0,0
28831,0,0,0,0,0,0,0,0,0
3539,0,0,0,0,0,0,0,0,0
28830,0,0,0,0,0,0,0,0,0
3540,0,0,0,0,0,0,0,0,0
28829,0,0,0,0,0,0,0,0,0
3541,0,0,0,0,0,0,0,0,0
28827,0,0,0,0,0,0,0,0,0
28834,0,0,0,0,0,0,0,0,0
27156,8,2,3,5,7,15,6,2,10
2781,503,472,493,362,312,298,57,79,94
9609,460,527,505,494,416,557,293,349,393
613,3018,3246,3104,2734,2329,2404,1836,2323,2842
26226,68,44,62,60,42,49,25,46,44
649264,0,0,0,0,0,0,0,0,0
150244,1,3,1,0,0,0,50,66,68
101929374,0,0,0,0,0,0,0,1,1
388882,0,0,0,0,0,0,0,0,0
101978785,0,0,0,0,0,0,0,0,0
3543,0,0,0,0,0,0,0,0,0
51233,3,1,0,0,0,0,4,1,1
91316,93,75,96,95,92,102,83,100,129
266747,46,45,52,51,35,59,49,49,56
7621,90,130,109,136,125,125,97,121,114
29802,0,0,1,0,0,0,0,0,0
150248,1,0,0,3,1,3,2,2,1
400916,0,0,1,0,0,0,399,502,550
4320,21,23,25,2,1,1,94,120,94
6598,4063,4063,3911,4230,3394,3757,3569,4842,5298
91319,99,118,106,70,43,59,61,91,105
66035,157,146,145,153,110,135,245,294,338
284889,43,43,48,59,39,42,4,12,7
4282,0,0,0,0,0,0,0,0,0
100652871,0,0,0,0,0,0,0,0,0
653689,4,10,4,19,11,15,2,5,8
100037417,784,704,680,704,543,552,451,749,794
1652,30,17,31,23,20,24,27,32,27
2953,23,23,19,53,33,57,8,11,12
25774,0,0,0,0,0,0,0,0,0
102725204,0,0,0,2,0,0,1,0,0
23523,3055,3441,3140,3184,2691,2846,1756,2140,2639
56241,7,4,4,8,2,1,5,13,11
2687,0,0,0,0,0,1,17,41,41
29774,0,0,0,0,2,0,3,0,2
101730217,0,0,0,0,0,0,0,0,0
23384,1654,1632,1663,1764,1498,1615,1243,1770,1941
135,0,1,1,1,1,0,1,2,5
646023,5,7,1,3,2,2,51,50,70
51733,0,0,1,1,0,1,49,58,77
83606,5145,5014,4941,5095,4096,4725,3422,4310,5023
6634,6694,7032,7080,6946,5785,6519,4911,6804,7677
2678,3419,3277,3214,3524,3077,3406,3381,4414,4841
388886,95,87,89,112,91,105,211,301,284
644165,3,1,1,4,4,4,32,38,42
646074,6,16,7,5,9,5,7,10,22
440822,0,0,0,0,0,0,5,3,3
7152,3,6,2,3,2,3,2,3,10
129049,1,1,1,3,0,1,3,12,9
255349,0,0,0,0,0,0,0,0,0
85379,2928,3564,3311,3837,3470,3832,1520,1683,2176
100128531,3,3,1,5,1,4,31,30,33
1417,6,5,4,2,3,3,1,3,4
1415,9,4,6,10,3,3,5,3,8
91353,1,0,0,1,3,2,0,0,0
100652901,1,0,1,0,0,0,2,0,0
91355,61,50,37,91,73,83,96,113,152
1416,105,92,91,157,111,121,160,167,221
102466198,0,0,0,0,0,0,0,0,0
157,160,198,170,264,227,301,758,928,1151
84700,0,2,3,0,1,0,2,1,0
23544,0,0,0,1,0,0,0,0,0
57168,247,248,243,366,256,311,175,234,254
89781,2187,2317,2320,2397,1986,2279,1468,1834,2146
402055,714,772,759,863,744,812,765,1030,1179
24144,2289,2361,2397,2371,2048,2202,1616,2064,2377
8459,1700,1679,1725,1975,1469,1791,1058,1436,1547
100313914,0,0,0,0,0,0,0,0,0
1414,0,0,0,51,56,62,0,0,0
1413,0,0,1,1,1,1,0,0,1
440823,3,6,6,9,3,4,10,5,12
102724827,48,60,49,60,50,47,19,24,43
101929539,1,3,1,3,2,3,6,20,6
284898,0,1,0,0,0,0,1,0,0
4330,1408,1476,1383,1695,1338,1490,438,482,623
23760,5816,6297,6386,6090,5215,5780,4196,5449,6489
284900,253,253,238,240,215,260,96,133,145
100423034,0,0,0,0,0,0,0,0,0
100422998,0,0,0,0,0,0,0,0,0
23331,214,287,241,471,487,471,920,1002,1400
102466081,0,0,0,0,0,0,0,0,0
11200,502,507,553,481,402,444,430,544,624
150274,288,290,300,310,227,265,245,338,371
150275,2165,2421,2305,2682,2297,2584,1924,2433,2926
7494,4816,4852,4918,5440,4527,5037,2379,3306,3747
84133,1319,1414,1326,1281,1084,1195,884,1056,1300
100874123,1,3,3,3,0,4,1,9,9
25770,0,0,1,0,0,0,0,0,0
83999,1098,1293,1076,1364,1139,1361,799,972,1103
129080,0,0,0,9,7,11,39,63,59
25807,510,526,498,613,480,577,422,540,537
2130,10605,11948,11366,12581,10784,11659,9678,12056,13680
10634,2620,2519,2400,2408,1944,2039,667,913,1038
10633,1,1,0,2,2,2,6,5,1
162,6171,6385,6064,6343,5103,5701,4278,5522,6291
100500833,1,0,0,0,0,0,0,0,0
100113380,0,0,0,0,0,0,0,0,0
5988,0,0,2,1,0,0,0,0,0
10740,0,1,0,1,0,0,8,16,18
4744,1,2,0,0,1,2,1631,2330,2759
8563,1581,1738,1613,1677,1355,1535,2141,2868,3252
8508,2192,2160,2231,2732,2273,2678,2872,3691,4061
4771,5217,4911,4781,6042,4914,5108,7131,9462,10878
164633,1,3,1,1,4,2,1,11,1
55954,296,312,288,279,249,283,120,161,210
29796,2869,2893,2906,3313,2432,2786,1910,2596,3090
84164,3308,3207,3300,3381,2812,2982,2286,2911,3460
8897,1547,1761,1674,1853,1551,1758,1729,2069,2339
102466742,0,0,0,0,0,0,0,0,0
101929664,0,0,1,0,0,0,0,1,0
150280,4,2,3,6,1,2,2,5,5
3976,3628,3903,3694,3685,3292,3509,3034,3670,4328
5008,0,0,0,0,0,1,0,1,1
652968,312,272,286,375,294,327,101,146,173
83874,1006,986,880,966,814,933,618,780,922
10291,8743,9485,9126,10642,8682,9586,5884,7021,9292
550631,54,40,43,52,38,56,42,60,68
85371,24,18,23,27,13,22,16,17,25
200312,328,294,315,348,268,279,222,296,273
23541,1586,1585,1637,1376,1107,1247,686,913,999
51537,1313,1314,1275,1512,1174,1299,843,1126,1260
266629,0,0,0,0,0,0,0,0,0
376844,0,0,0,0,0,0,0,0,0
284904,113,107,106,57,64,48,4,6,8
730005,1988,2163,2081,1539,1232,1554,118,166,170
9514,7177,7266,6516,8352,7079,8191,55,62,80
23481,7060,7398,7019,6537,5681,6000,3614,4688,5246
6948,196,230,248,410,397,431,143,226,238
339665,401,388,347,374,273,357,212,221,299
150290,253,306,323,287,235,245,162,203,258
101929728,6,4,6,4,5,3,0,1,1
23762,4,2,6,3,1,2,178,195,260
100422912,0,0,0,0,0,0,0,0,0
150291,0,0,0,0,0,0,0,1,2
22880,1949,2120,2074,2583,2149,2317,2312,2813,3581
55000,6026,6767,6857,8363,7422,8341,4723,5458,6837
6525,8389,8319,7866,7974,6197,7039,3290,4287,5153
140606,3239,2965,2908,2737,2070,2326,1383,2107,2371
27124,37,33,40,94,62,93,69,104,110
50487,0,0,0,0,0,0,0,0,0
100500901,0,0,0,0,0,0,0,0,0
91445,2027,2164,2002,1927,1646,1882,1360,1723,2014
3985,1442,1463,1458,1740,1494,1684,1765,2193,2548
113791,9,8,8,23,23,23,317,356,437
23598,619,692,598,623,531,637,1156,1505,1720
101929760,1,0,0,0,1,0,0,1,0
54944,56,50,53,58,38,59,48,58,42
4733,2720,2813,2747,2788,2396,2584,2300,3221,3485
56478,2027,2195,2068,2058,1784,1874,1277,1589,1908
100873756,0,0,0,0,0,0,0,0,0
9814,612,640,593,663,534,587,275,290,380
23761,2029,2045,1970,1699,1315,1504,3897,4808,5536
102465666,2,0,0,0,0,0,0,0,0
253143,2390,3050,2956,3144,2909,2824,2106,2476,3200
9681,545,561,656,620,503,603,545,634,852
25775,10,8,11,8,16,13,9,7,15
7533,12149,12604,12333,10474,8779,10060,8411,11517,13376
6523,1,0,0,2,0,0,0,0,0
23782,0,0,1,1,0,0,0,0,0
150297,0,0,1,0,1,3,0,0,0
10739,0,2,0,0,3,3,1,0,1
6527,0,0,0,0,0,0,3,11,4
10738,0,0,0,0,0,0,0,0,0
10737,5,0,3,1,0,0,1,1,0
339666,2,3,4,6,5,7,2,3,5
51493,5297,5547,5586,5427,4545,5043,4291,5728,6253
254240,0,0,2,1,1,2,1,5,0
25793,5059,5227,5137,5204,4178,4886,3417,4617,5292
8224,0,1,0,0,0,0,1,2,5
7078,0,0,1,0,0,0,1,2,0
9215,795,818,768,1049,924,936,835,1025,1122
100616295,0,0,0,0,0,0,0,0,0
100506195,0,0,1,0,0,0,0,0,0
91464,0,0,0,0,0,0,0,0,0
104310353,61,65,58,90,60,80,71,120,134
10042,1618,1784,1718,1806,1518,1829,1706,2161,2444
10043,912,830,830,983,786,925,841,1149,1236
105377197,0,0,0,0,0,0,0,0,1
100500826,0,0,1,0,0,0,0,0,0
102464824,0,0,0,0,0,0,0,0,0
3162,819,934,877,746,719,657,593,811,889
4174,7549,7813,7166,6991,5630,6169,6869,8543,9528
23551,289,262,262,158,183,209,46,52,71
4151,0,0,0,0,1,1,0,2,2
80830,410,500,484,622,558,690,436,439,558
80831,0,0,0,0,0,1,0,0,0
23543,6831,7746,7729,8424,6916,7956,5043,5967,7039
80833,131,124,113,144,159,148,237,317,350
80832,17,25,12,25,6,18,1,1,1
23780,6082,6120,5995,5888,5019,5925,1132,1444,1556
8542,32925,35253,35220,27332,25102,29436,1277,1670,1751
4627,104132,121084,109353,132823,113388,109352,64391,80165,106504
102465491,0,0,0,0,0,0,0,0,0
25828,2365,2368,2333,2310,1869,2167,1725,2453,2589
80020,1123,1349,1184,1429,1248,1333,2107,2327,3036
8664,12181,13413,12633,11444,9711,10969,9069,12127,13265
10369,0,0,0,0,0,0,0,0,1
11020,454,443,452,443,370,433,443,628,700
5816,0,0,0,0,0,0,0,0,0
4689,0,1,0,0,0,0,0,0,0
1439,12,21,20,14,10,12,2,1,10
100506241,0,0,0,0,0,0,0,0,0
339669,0,0,0,0,0,0,0,0,0
7263,553,539,558,520,401,502,325,472,452
4357,1873,1708,1596,1493,1253,1350,1115,1473,1610
79734,913,902,902,901,726,878,731,949,996
164656,3,4,3,6,7,3,5,5,4
3560,0,1,0,2,6,3,37,43,49
114904,746,708,641,1155,954,1095,1174,1427,1672
6753,0,0,0,2,0,0,1,0,0
5880,7342,7549,7159,6358,5054,5864,2165,2745,3348
27128,87,80,69,17,25,25,31,26,35
114794,4946,5614,4991,4618,3842,4129,2508,3024,3460
100506271,19,18,22,14,13,5,13,14,19
4242,250,228,227,251,228,282,1,7,3
29775,6741,6841,6543,6799,5627,6295,2704,3348,3789
11135,3248,3218,2986,3237,2653,2829,2651,3373,4321
3957,3,5,4,10,8,5,4,6,9
26088,1986,1982,1939,1700,1464,1551,1027,1253,1578
23616,171,197,216,42,51,54,556,803,857
101927051,1,0,1,0,0,0,1,0,1
57026,973,963,1025,1013,773,937,704,876,970
3956,47394,45630,46940,33462,27106,29846,10300,13921,14876
79159,985,1025,948,882,736,810,476,650,743
11078,5193,5115,4867,4324,3652,4019,1569,2111,2391
102724378,5,0,7,3,4,1,2,1,4
3005,330,327,331,11,18,11,881,1145,1361
23464,413,377,373,406,270,345,365,500,519
8484,1,0,0,0,0,0,0,1,0
129138,831,835,753,792,636,726,411,514,596
724028,0,0,0,0,0,0,0,0,0
724029,1,1,0,1,1,0,0,0,0
51386,7820,8160,8285,8298,6870,7813,7367,10281,11535
85377,3956,4410,3964,4103,3291,3519,2415,3123,3773
84645,377,452,390,450,411,431,241,257,332
5435,1623,1710,1655,1585,1265,1316,1263,1753,1857
102465492,0,0,0,0,0,0,0,0,0
6663,0,0,0,0,0,0,0,0,0
105369188,0,1,0,3,2,1,1,1,0
100616146,0,0,0,0,0,0,0,0,0
9463,71,63,57,87,81,66,422,618,666
23539,0,0,0,0,0,0,3,5,0
80115,6,8,8,14,10,14,297,384,514
8398,97,82,101,112,100,109,73,89,101
23764,395,454,393,194,193,212,532,729,847
25829,6293,6341,6333,6274,4853,5503,3577,4207,5288
1454,20,15,11,19,16,26,7,22,24
102800317,0,0,0,0,0,1,0,0,0
400927,1,0,0,0,1,1,0,0,0
3761,2,1,1,1,0,0,0,0,2
11015,3225,3170,3206,2662,2255,2633,1435,1865,2130
10521,10942,11087,12119,13953,11503,13640,10603,13066,15381
11144,66,78,81,15,27,22,8,7,15
646851,46,42,36,39,53,45,63,65,56
25776,554,619,580,492,465,571,530,691,710
56993,4987,5332,5065,5634,4335,5075,3798,5308,5922
9929,4682,4715,4654,4266,3511,4142,2702,3306,3871
9567,2290,2582,2292,2397,1909,2201,1411,1780,2050
25777,11621,11690,10936,9832,7580,8404,2898,3590,4068
10126,467,494,516,463,423,498,212,261,281
23467,429,440,423,1161,891,1122,497,568,698
23466,3487,3617,3456,4942,4034,4525,3840,4810,5582
200315,107,107,120,77,62,78,79,90,87
9582,1471,1569,1542,1147,898,1079,779,1027,1093
100874530,0,0,0,0,0,0,0,0,0
27350,966,944,984,1043,884,1053,497,663,709
140564,94,126,106,65,67,69,46,70,65
200316,95,104,100,104,92,101,70,80,93
60489,143,134,144,137,105,135,63,101,96
164668,0,0,3,0,2,2,3,0,1
23492,276,325,312,402,260,333,191,277,312
5155,2495,2454,2416,1652,1250,1481,688,846,955
6122,33095,33833,33299,33296,28217,30682,23535,30926,33682
116938,14,6,7,15,4,5,3,7,3
116937,12,16,7,5,4,4,3,4,5
116936,47,60,33,44,45,47,23,30,24
26807,1,1,4,1,2,5,0,2,0
9145,1,2,2,30,22,21,348,451,532
10454,1279,1134,1132,1186,996,1107,814,1047,1072
100506472,28,26,30,21,21,29,1,6,8
4248,0,0,0,0,0,0,80,83,91
104502417,0,0,0,0,0,0,0,0,0
54471,2742,3109,3154,3324,2888,3208,2431,3030,3482
468,9526,9774,9859,10445,8572,9368,7723,10727,12096
91582,2577,2485,2316,2337,1958,2006,1108,1647,1646
8911,0,4,0,7,1,2,1,0,0
150350,0,0,0,0,0,0,0,0,0
9402,16,22,25,20,18,14,2,1,2
113828,66,73,64,7,11,9,1,3,1
100130899,22,16,12,1,4,3,1,0,0
23112,1043,1181,1156,1579,1398,1452,1450,1854,2367
158,4822,5130,5037,4837,3976,4708,3785,5134,5540
27352,1833,1692,1660,1651,1341,1540,1109,1462,1508
57591,2438,2354,2348,2376,1832,2056,2114,2659,3410
101927257,1,0,2,0,0,0,0,1,0
2847,2,0,0,0,0,0,1,0,2
10478,1271,1317,1412,1323,1138,1307,986,1389,1544
100616283,0,0,0,0,0,0,0,0,0
6767,6119,6420,6502,7040,5898,6979,4977,6651,7403
63929,911,996,967,1052,898,897,712,949,1047
